week,part_id,part_family,is_alert,y_true,y_prob
2022-W01,P00237,Structure,0,0,0.16560157
2022-W01,P00238,Cabin,0,0,0.16560157
2022-W01,P00239,Structure,0,0,0.16560157
2022-W01,P00003,Avionics,0,0,0.16560157
2022-W01,P00240,Electrical,0,0,0.16560157
2022-W01,P00241,Engine,0,0,0.16560157
2022-W01,P00242,Electrical,0,0,0.16560157
2022-W01,P00243,LandingGear,0,0,0.16560157
2022-W01,P00244,Hydraulics,0,0,0.16560157
2022-W01,P00245,LandingGear,0,0,0.16560157
2022-W01,P00246,LandingGear,0,0,0.16560157
2022-W01,P00247,Electrical,0,0,0.16560157
2022-W01,P00248,Avionics,0,0,0.16560157
2022-W01,P00249,Hydraulics,0,0,0.16560157
2022-W01,P00223,Avionics,0,0,0.16560157
2022-W01,P00222,Fasteners,0,0,0.16560157
2022-W01,P00221,Electrical,0,0,0.16560157
2022-W01,P00220,Electrical,0,0,0.16560157
2022-W01,P00193,Electrical,0,0,0.16560157
2022-W01,P00194,Structure,0,0,0.16560157
2022-W01,P00195,LandingGear,0,0,0.16560157
2022-W01,P00196,Electrical,0,0,0.16560157
2022-W01,P00197,Electrical,0,0,0.16560157
2022-W01,P00198,LandingGear,0,0,0.16560157
2022-W01,P00199,Cabin,0,0,0.16560157
2022-W01,P00200,Hydraulics,0,0,0.16560157
2022-W01,P00201,Cabin,0,0,0.16560157
2022-W01,P00202,Engine,0,0,0.16560157
2022-W01,P00203,Fasteners,0,0,0.16560157
2022-W01,P00204,Fasteners,0,0,0.16560157
2022-W01,P00205,LandingGear,0,0,0.16560157
2022-W01,P00132,Fasteners,0,0,0.16560157
2022-W01,P00206,Fasteners,0,0,0.16560157
2022-W01,P00208,Hydraulics,0,0,0.16560157
2022-W01,P00209,Avionics,0,0,0.16560157
2022-W01,P00004,Electrical,0,0,0.16560157
2022-W01,P00210,Engine,0,0,0.16560157
2022-W01,P00211,Fasteners,0,0,0.16560157
2022-W01,P00212,Fasteners,0,0,0.16560157
2022-W01,P00213,Avionics,0,0,0.16560157
2022-W01,P00214,Fasteners,0,0,0.16560157
2022-W01,P00215,Fasteners,0,0,0.16560157
2022-W01,P00216,Avionics,0,0,0.16560157
2022-W01,P00217,Fasteners,0,0,0.16560157
2022-W01,P00218,Cabin,0,0,0.16560157
2022-W01,P00219,Avionics,0,0,0.16560157
2022-W01,P00207,Fasteners,0,0,0.16560157
2022-W01,P00250,Structure,0,0,0.16560157
2022-W01,P00131,Engine,0,0,0.16560157
2022-W01,P00129,Hydraulics,0,0,0.16560157
2022-W01,P00042,Fasteners,0,0,0.16560157
2022-W01,P00043,Electrical,0,1,0.16560157
2022-W01,P00044,Hydraulics,0,0,0.16560157
2022-W01,P00045,Fasteners,0,0,0.16560157
2022-W01,P00046,Avionics,0,0,0.16560157
2022-W01,P00047,Avionics,0,0,0.16560157
2022-W01,P00048,Fasteners,0,0,0.16560157
2022-W01,P00049,Fasteners,0,0,0.16560157
2022-W01,P00050,Structure,0,0,0.16560157
2022-W01,P00051,LandingGear,0,0,0.16560157
2022-W01,P00052,Electrical,0,0,0.16560157
2022-W01,P00053,Engine,0,0,0.16560157
2022-W01,P00054,Fasteners,0,0,0.16560157
2022-W01,P00055,Structure,0,0,0.16560157
2022-W01,P00056,Cabin,0,0,0.16560157
2022-W01,P00057,Avionics,0,0,0.16560157
2022-W01,P00058,Hydraulics,0,0,0.16560157
2022-W01,P00059,Cabin,0,0,0.16560157
2022-W01,P00060,Cabin,0,0,0.16560157
2022-W01,P00009,Structure,0,0,0.16560157
2022-W01,P00061,Structure,0,0,0.16560157
2022-W01,P00062,Electrical,0,0,0.16560157
2022-W01,P00063,Avionics,0,0,0.16560157
2022-W01,P00064,Structure,0,0,0.16560157
2022-W01,P00065,Fasteners,0,0,0.16560157
2022-W01,P00066,Fasteners,0,0,0.16560157
2022-W01,P00067,LandingGear,0,0,0.16560157
2022-W01,P00041,Fasteners,0,0,0.16560157
2022-W01,P00068,LandingGear,0,0,0.16560157
2022-W01,P00040,Structure,0,0,0.16560157
2022-W01,P00038,Fasteners,0,0,0.16560157
2022-W01,P00012,Engine,0,0,0.16560157
2022-W01,P00013,Avionics,0,0,0.16560157
2022-W01,P00014,Hydraulics,0,0,0.16560157
2022-W01,P00015,Engine,0,0,0.16560157
2022-W01,P00016,LandingGear,0,0,0.16560157
2022-W01,P00017,Cabin,0,0,0.16560157
2022-W01,P00018,Cabin,0,0,0.16560157
2022-W01,P00019,Fasteners,0,0,0.16560157
2022-W01,P00020,Hydraulics,0,0,0.16560157
2022-W01,P00021,Hydraulics,0,0,0.16560157
2022-W01,P00022,Hydraulics,0,0,0.16560157
2022-W01,P00023,Structure,0,0,0.16560157
2022-W01,P00024,Fasteners,0,0,0.16560157
2022-W01,P00025,Structure,0,0,0.16560157
2022-W01,P00026,Fasteners,0,0,0.16560157
2022-W01,P00027,Avionics,0,0,0.16560157
2022-W01,P00028,Engine,0,0,0.16560157
2022-W01,P00029,Structure,0,0,0.16560157
2022-W01,P00030,Hydraulics,0,0,0.16560157
2022-W01,P00010,Electrical,0,0,0.16560157
2022-W01,P00031,Engine,0,0,0.16560157
2022-W01,P00032,Electrical,0,0,0.16560157
2022-W01,P00033,Hydraulics,0,0,0.16560157
2022-W01,P00034,Fasteners,0,0,0.16560157
2022-W01,P00035,Hydraulics,0,0,0.16560157
2022-W01,P00036,Structure,0,0,0.16560157
2022-W01,P00037,Electrical,0,0,0.16560157
2022-W01,P00039,LandingGear,0,0,0.16560157
2022-W01,P00069,Avionics,0,0,0.16560157
2022-W01,P00070,Electrical,0,0,0.16560157
2022-W01,P00071,Avionics,0,0,0.16560157
2022-W01,P00103,Fasteners,0,0,0.16560157
2022-W01,P00104,Engine,0,0,0.16560157
2022-W01,P00105,Structure,0,0,0.16560157
2022-W01,P00106,Avionics,0,0,0.16560157
2022-W01,P00107,Engine,0,0,0.16560157
2022-W01,P00108,Cabin,0,0,0.16560157
2022-W01,P00109,Engine,0,0,0.16560157
2022-W01,P00110,Fasteners,0,0,0.16560157
2022-W01,P00111,Cabin,0,0,0.16560157
2022-W01,P00112,Hydraulics,0,0,0.16560157
2022-W01,P00113,Engine,0,0,0.16560157
2022-W01,P00114,LandingGear,0,0,0.16560157
2022-W01,P00115,Cabin,0,0,0.16560157
2022-W01,P00116,Cabin,0,0,0.16560157
2022-W01,P00117,Engine,0,0,0.16560157
2022-W01,P00118,Engine,0,0,0.16560157
2022-W01,P00119,Electrical,0,0,0.16560157
2022-W01,P00120,Fasteners,0,0,0.16560157
2022-W01,P00007,Fasteners,0,0,0.16560157
2022-W01,P00121,Avionics,0,0,0.16560157
2022-W01,P00122,Fasteners,0,0,0.16560157
2022-W01,P00123,Cabin,0,0,0.16560157
2022-W01,P00124,Electrical,0,0,0.16560157
2022-W01,P00125,Avionics,0,0,0.16560157
2022-W01,P00126,Electrical,0,0,0.16560157
2022-W01,P00127,Structure,0,0,0.16560157
2022-W01,P00128,Fasteners,0,0,0.16560157
2022-W01,P00102,Electrical,0,0,0.16560157
2022-W01,P00101,Cabin,0,0,0.16560157
2022-W01,P00100,Avionics,0,0,0.16560157
2022-W01,P00099,Engine,0,0,0.16560157
2022-W01,P00072,Fasteners,0,0,0.16560157
2022-W01,P00073,Avionics,0,0,0.16560157
2022-W01,P00074,Electrical,0,0,0.16560157
2022-W01,P00075,Engine,0,0,0.16560157
2022-W01,P00076,Structure,0,0,0.16560157
2022-W01,P00077,Fasteners,0,0,0.16560157
2022-W01,P00078,Electrical,0,0,0.16560157
2022-W01,P00079,Electrical,0,0,0.16560157
2022-W01,P00080,Cabin,0,0,0.16560157
2022-W01,P00081,Electrical,0,0,0.16560157
2022-W01,P00082,Electrical,0,0,0.16560157
2022-W01,P00083,Fasteners,0,0,0.16560157
2022-W01,P00084,Avionics,0,0,0.16560157
2022-W01,P00130,Structure,0,0,0.16560157
2022-W01,P00085,Cabin,0,0,0.16560157
2022-W01,P00087,Fasteners,0,0,0.16560157
2022-W01,P00088,Structure,0,0,0.16560157
2022-W01,P00089,Cabin,0,0,0.16560157
2022-W01,P00090,Avionics,0,0,0.16560157
2022-W01,P00008,Avionics,0,0,0.16560157
2022-W01,P00091,Electrical,0,0,0.16560157
2022-W01,P00092,Avionics,0,0,0.16560157
2022-W01,P00093,Engine,0,0,0.16560157
2022-W01,P00094,LandingGear,0,0,0.16560157
2022-W01,P00095,Engine,0,0,0.16560157
2022-W01,P00096,Engine,0,0,0.16560157
2022-W01,P00097,Hydraulics,0,0,0.16560157
2022-W01,P00098,Electrical,0,0,0.16560157
2022-W01,P00086,Cabin,0,0,0.16560157
2022-W01,P00251,Hydraulics,0,0,0.16560157
2022-W01,P00155,Avionics,0,0,0.16560157
2022-W01,P00011,Fasteners,0,0,0.16560157
2022-W01,P00281,Fasteners,0,0,0.16560157
2022-W01,P00266,Fasteners,0,0,0.16560157
2022-W01,P00294,Cabin,0,0,0.16560157
2022-W01,P00256,Fasteners,0,0,0.16560157
2022-W01,P00267,Cabin,0,0,0.16560157
2022-W01,P00295,Structure,0,0,0.16560157
2022-W01,P00279,Fasteners,0,0,0.16560157
2022-W01,P00257,Cabin,0,0,0.16560157
2022-W01,P00268,Cabin,0,0,0.16560157
2022-W01,P00255,Fasteners,0,0,0.16560157
2022-W01,P00278,Fasteners,0,0,0.16560157
2022-W01,P00277,Electrical,0,0,0.16560157
2022-W01,P00269,Avionics,0,0,0.16560157
2022-W01,P00297,LandingGear,0,0,0.16560157
2022-W01,P00254,Hydraulics,0,0,0.16560157
2022-W01,P00276,Engine,0,0,0.16560157
2022-W01,P00296,Fasteners,0,0,0.16560157
2022-W01,P00282,Electrical,0,0,0.16560157
2022-W01,P00293,Hydraulics,0,0,0.16560157
2022-W01,P00265,Hydraulics,0,0,0.16560157
2022-W01,P00288,Electrical,0,0,0.16560157
2022-W01,P00261,Electrical,0,0,0.16560157
2022-W01,P00289,Structure,0,0,0.16560157
2022-W01,P00260,Hydraulics,0,0,0.16560157
2022-W01,P00287,Cabin,0,0,0.16560157
2022-W01,P00262,Structure,0,0,0.16560157
2022-W01,P00290,LandingGear,0,0,0.16560157
2022-W01,P00286,Electrical,0,0,0.16560157
2022-W01,P00259,Fasteners,0,0,0.16560157
2022-W01,P00263,Structure,0,0,0.16560157
2022-W01,P00285,Fasteners,0,0,0.16560157
2022-W01,P00291,Hydraulics,0,0,0.16560157
2022-W01,P00284,Fasteners,0,0,0.16560157
2022-W01,P00264,Structure,0,0,0.16560157
2022-W01,P00258,LandingGear,0,0,0.16560157
2022-W01,P00292,Engine,0,0,0.16560157
2022-W01,P00283,LandingGear,0,0,0.16560157
2022-W01,P00298,Avionics,0,0,0.16560157
2022-W01,P00275,Engine,0,0,0.16560157
2022-W01,P00280,Cabin,0,0,0.16560157
2022-W01,P00271,Cabin,0,0,0.16560157
2022-W01,P00272,Avionics,0,0,0.16560157
2022-W01,P00273,Fasteners,0,0,0.16560157
2022-W01,P00252,Engine,0,0,0.16560157
2022-W01,P00002,Cabin,0,0,0.16560157
2022-W01,P00299,Fasteners,0,0,0.16560157
2022-W01,P00253,Hydraulics,0,0,0.16560157
2022-W01,P00270,Electrical,0,0,0.16560157
2022-W01,P00274,Avionics,0,0,0.16560157
2022-W02,P00191,LandingGear,0,0,1.481145e-05
2022-W02,P00093,Engine,0,0,0.0015486312
2022-W02,P00192,Structure,0,0,0.001836769
2022-W02,P00092,Avionics,0,0,3.0675386e-05
2022-W02,P00091,Electrical,0,0,8.084811e-06
2022-W02,P00145,Hydraulics,0,0,0.0016051404
2022-W02,P00002,Cabin,0,0,8.084811e-06
2022-W02,P00008,Avionics,0,0,3.0675386e-05
2022-W02,P00194,Structure,0,0,3.0675386e-05
2022-W02,P00090,Avionics,0,0,8.082253e-05
2022-W02,P00089,Cabin,0,0,4.6571204e-05
2022-W02,P00195,LandingGear,0,0,0.002883467
2022-W02,P00088,Structure,0,0,1.6276077e-05
2022-W02,P00263,Structure,0,0,3.0080913e-05
2022-W02,P00193,Electrical,0,0,0.0012668859
2022-W02,P00284,Fasteners,0,0,8.084811e-06
2022-W02,P00264,Structure,0,0,3.0675386e-05
2022-W02,P00154,Avionics,0,0,1.6302145e-05
2022-W02,P00155,Avionics,0,0,6.44274e-05
2022-W02,P00265,Hydraulics,0,0,0.0010935601
2022-W02,P00186,Fasteners,0,0,0.00017368452
2022-W02,P00011,Fasteners,0,0,2.4967612e-05
2022-W02,P00100,Avionics,0,0,3.0675386e-05
2022-W02,P00282,Electrical,0,0,0.011179544
2022-W02,P00273,Fasteners,0,0,3.0080913e-05
2022-W02,P00187,Structure,0,0,0.00038269337
2022-W02,P00099,Engine,0,0,0.004247641
2022-W02,P00098,Electrical,0,0,0.003098713
2022-W02,P00188,Fasteners,0,0,0.0024480915
2022-W02,P00097,Hydraulics,0,0,0.0017171762
2022-W02,P00096,Engine,0,0,0.000900935
2022-W02,P00189,Fasteners,0,0,1.481145e-05
2022-W02,P00144,Fasteners,0,0,0.00036371124
2022-W02,P00095,Engine,0,0,4.6615678e-05
2022-W02,P00283,LandingGear,0,0,0.2783821
2022-W02,P00190,Structure,0,0,0.011179544
2022-W02,P00094,LandingGear,0,0,0.0011334275
2022-W02,P00153,Fasteners,0,0,5.1796505e-06
2022-W02,P00196,Electrical,0,0,1.481145e-05
2022-W02,P00300,Fasteners,0,0,4.5500412e-05
2022-W02,P00271,Cabin,0,0,8.084811e-06
2022-W02,P00203,Fasteners,0,0,8.084811e-06
2022-W02,P00077,Fasteners,0,0,1.6276077e-05
2022-W02,P00148,Fasteners,0,0,0.001158675
2022-W02,P00204,Fasteners,0,0,8.6484315e-06
2022-W02,P00076,Structure,0,0,3.0675386e-05
2022-W02,P00287,Cabin,0,0,8.084811e-06
2022-W02,P00272,Avionics,0,0,3.0675386e-05
2022-W02,P00075,Engine,0,0,0.0023155052
2022-W02,P00078,Electrical,0,0,0.0045784884
2022-W02,P00205,LandingGear,0,0,0.00036371124
2022-W02,P00074,Electrical,0,0,0.04590644
2022-W02,P00261,Electrical,0,0,0.0007663852
2022-W02,P00206,Fasteners,0,0,0.0049168593
2022-W02,P00073,Avionics,0,0,0.0053186063
2022-W02,P00149,Fasteners,0,0,0.00023601583
2022-W02,P00207,Fasteners,0,0,0.012591309
2022-W02,P00072,Fasteners,0,0,3.0675386e-05
2022-W02,P00071,Avionics,0,0,4.6615678e-05
2022-W02,P00151,Hydraulics,0,0,3.0675386e-05
2022-W02,P00087,Fasteners,0,0,0.112016074
2022-W02,P00079,Electrical,0,0,0.002972386
2022-W02,P00152,Electrical,0,0,0.0037937474
2022-W02,P00101,Cabin,0,0,8.084811e-06
2022-W02,P00197,Electrical,0,0,0.05562737
2022-W02,P00086,Cabin,0,0,8.084811e-06
2022-W02,P00285,Fasteners,0,0,0.001270366
2022-W02,P00146,Electrical,0,0,0.0067883786
2022-W02,P00085,Cabin,0,0,8.084811e-06
2022-W02,P00198,LandingGear,0,0,0.00019403953
2022-W02,P00084,Avionics,0,0,3.0675386e-05
2022-W02,P00202,Engine,0,0,0.0031410125
2022-W02,P00199,Cabin,0,0,5.1796505e-06
2022-W02,P00082,Electrical,0,0,0.00038269337
2022-W02,P00147,Hydraulics,0,0,5.1796505e-06
2022-W02,P00200,Hydraulics,0,0,0.0012236253
2022-W02,P00081,Electrical,0,0,0.0014492562
2022-W02,P00286,Electrical,0,0,0.0051506236
2022-W02,P00150,Fasteners,0,0,0.00036371124
2022-W02,P00201,Cabin,0,0,1.481145e-05
2022-W02,P00080,Cabin,0,0,8.084811e-06
2022-W02,P00083,Fasteners,0,0,0.00036371124
2022-W02,P00185,Hydraulics,0,0,0.0016932944
2022-W02,P00103,Fasteners,0,0,3.0675386e-05
2022-W02,P00143,Avionics,0,0,2.4967612e-05
2022-W02,P00126,Electrical,0,0,1.6276077e-05
2022-W02,P00138,LandingGear,0,0,0.0001726196
2022-W02,P00168,Engine,0,0,0.017144065
2022-W02,P00125,Avionics,0,0,0.00013009904
2022-W02,P00274,Avionics,0,0,9.472764e-05
2022-W02,P00124,Electrical,1,1,0.93825704
2022-W02,P00169,Structure,0,0,4.5500412e-05
2022-W02,P00277,Electrical,0,0,1.481145e-05
2022-W02,P00167,Avionics,0,0,4.5781147e-05
2022-W02,P00123,Cabin,0,0,5.1796505e-06
2022-W02,P00122,Fasteners,0,0,0.000736967
2022-W02,P00121,Avionics,0,0,3.429144e-05
2022-W02,P00171,Structure,0,0,6.44274e-05
2022-W02,P00007,Fasteners,0,0,3.0675386e-05
2022-W02,P00158,Structure,0,0,8.084811e-06
2022-W02,P00268,Cabin,0,0,3.0675386e-05
2022-W02,P00270,Electrical,0,0,0.0001726196
2022-W02,P00172,Engine,0,0,0.004497154
2022-W02,P00170,Structure,0,0,3.429144e-05
2022-W02,P00120,Fasteners,0,0,1.481145e-05
2022-W02,P00269,Avionics,0,0,3.0675386e-05
2022-W02,P00166,Engine,0,0,0.44433174
2022-W02,P00161,Engine,0,0,0.0026891069
2022-W02,P00135,Electrical,0,0,0.0029191775
2022-W02,P00160,Hydraulics,0,0,0.0014492562
2022-W02,P00134,Hydraulics,0,0,0.0016265755
2022-W02,P00162,LandingGear,0,0,0.00019403953
2022-W02,P00275,Engine,0,0,0.00094865024
2022-W02,P00133,Electrical,0,0,0.00045146895
2022-W02,P00163,Avionics,0,0,8.084811e-06
2022-W02,P00127,Structure,0,0,3.0675386e-05
2022-W02,P00132,Fasteners,0,0,0.00075580704
2022-W02,P00164,Engine,0,0,3.0675386e-05
2022-W02,P00130,Structure,0,0,0.15809618
2022-W02,P00137,Fasteners,0,0,1.481145e-05
2022-W02,P00165,Electrical,0,0,0.038608443
2022-W02,P00159,Structure,0,0,2.4967612e-05
2022-W02,P00129,Hydraulics,0,0,0.00019403953
2022-W02,P00276,Engine,0,0,0.005699545
2022-W02,P00128,Fasteners,0,0,3.0675386e-05
2022-W02,P00131,Engine,0,0,0.1095389
2022-W02,P00102,Electrical,0,0,0.01614148
2022-W02,P00278,Fasteners,0,0,0.0007663852
2022-W02,P00173,Structure,0,0,5.530108e-05
2022-W02,P00005,Cabin,0,0,8.084811e-06
2022-W02,P00109,Engine,0,0,2.2531409e-05
2022-W02,P00180,LandingGear,0,0,0.0005811274
2022-W02,P00108,Cabin,0,0,5.1796505e-06
2022-W02,P00266,Fasteners,0,0,0.001270366
2022-W02,P00181,Structure,0,0,3.0675386e-05
2022-W02,P00141,LandingGear,0,0,9.472764e-05
2022-W02,P00107,Engine,0,0,0.0021167004
2022-W02,P00280,Cabin,0,0,1.481145e-05
2022-W02,P00106,Avionics,0,0,0.0012271123
2022-W02,P00182,Engine,0,0,4.6541147e-05
2022-W02,P00142,LandingGear,0,0,0.0032000488
2022-W02,P00105,Structure,0,0,0.44433174
2022-W02,P00281,Fasteners,0,0,8.084811e-06
2022-W02,P00183,Avionics,0,0,4.7712714e-05
2022-W02,P00104,Engine,0,0,0.0032109746
2022-W02,P00184,Avionics,0,0,3.0675386e-05
2022-W02,P00136,LandingGear,0,0,0.0016002998
2022-W02,P00156,Cabin,0,0,3.0675386e-05
2022-W02,P00139,Structure,0,0,0.00053849944
2022-W02,P00110,Fasteners,0,0,0.0015679941
2022-W02,P00179,Electrical,1,1,0.9462984
2022-W02,P00119,Electrical,0,0,0.012591309
2022-W02,P00174,Hydraulics,0,0,0.0077916654
2022-W02,P00118,Engine,0,0,0.0015776857
2022-W02,P00117,Engine,0,0,0.001270366
2022-W02,P00175,Cabin,0,0,3.0675386e-05
2022-W02,P00116,Cabin,0,0,1.481145e-05
2022-W02,P00115,Cabin,0,0,8.084811e-06
2022-W02,P00176,Fasteners,0,0,0.0001726196
2022-W02,P00208,Hydraulics,0,0,0.012591309
2022-W02,P00279,Fasteners,0,0,0.0007388016
2022-W02,P00267,Cabin,0,0,3.0675386e-05
2022-W02,P00177,Avionics,0,0,0.0014778072
2022-W02,P00113,Engine,0,0,0.0013564496
2022-W02,P00157,LandingGear,0,0,0.0016265755
2022-W02,P00178,Fasteners,0,0,3.0675386e-05
2022-W02,P00140,Structure,0,0,0.0005811274
2022-W02,P00112,Hydraulics,0,0,0.0001726196
2022-W02,P00111,Cabin,0,0,8.084811e-06
2022-W02,P00114,LandingGear,0,0,0.004440021
2022-W02,P00288,Electrical,0,0,0.83162
2022-W02,P00262,Structure,0,0,0.00036371124
2022-W02,P00006,Cabin,0,0,1.481145e-05
2022-W02,P00049,Fasteners,0,0,0.0018221603
2022-W02,P00024,Fasteners,0,0,0.00045146895
2022-W02,P00224,Fasteners,0,0,4.5781147e-05
2022-W02,P00048,Fasteners,0,0,3.0675386e-05
2022-W02,P00257,Cabin,0,0,1.481145e-05
2022-W02,P00225,LandingGear,0,0,0.0014492562
2022-W02,P00047,Avionics,0,0,0.0016002998
2022-W02,P00293,Hydraulics,0,0,0.0002073648
2022-W02,P00025,Structure,0,0,8.084811e-06
2022-W02,P00241,Engine,0,0,0.11256956
2022-W02,P00226,Hydraulics,0,0,4.5781147e-05
2022-W02,P00046,Avionics,0,0,3.0675386e-05
2022-W02,P00026,Fasteners,0,0,1.3162458e-05
2022-W02,P00045,Fasteners,0,0,0.00047371638
2022-W02,P00227,LandingGear,0,0,0.0005076017
2022-W02,P00242,Electrical,0,0,0.0041040275
2022-W02,P00044,Hydraulics,0,0,0.0037937474
2022-W02,P00050,Structure,0,0,0.0049168593
2022-W02,P00023,Structure,0,0,0.00038269337
2022-W02,P00021,Hydraulics,0,0,0.005530387
2022-W02,P00244,Hydraulics,0,0,0.00047371638
2022-W02,P00258,LandingGear,0,0,0.0041040275
2022-W02,P00220,Electrical,0,0,0.0005457043
2022-W02,P00054,Fasteners,0,0,8.084811e-06
2022-W02,P00253,Hydraulics,0,0,0.0076471805
2022-W02,P00053,Engine,0,0,0.006811476
2022-W02,P00221,Electrical,0,0,0.0020904178
2022-W02,P00052,Electrical,0,0,4.5781147e-05
2022-W02,P00292,Engine,0,0,0.0076471805
2022-W02,P00032,Electrical,0,0,0.003820961
2022-W02,P00022,Hydraulics,0,0,0.0045276927
2022-W02,P00051,LandingGear,0,0,0.0010935601
2022-W02,P00243,LandingGear,0,0,0.0118017765
2022-W02,P00298,Avionics,0,0,3.0675386e-05
2022-W02,P00223,Avionics,0,0,5.1796505e-06
2022-W02,P00240,Electrical,0,0,1.481145e-05
2022-W02,P00043,Electrical,1,1,0.93635094
2022-W02,P00254,Hydraulics,0,0,0.0051976237
2022-W02,P00238,Cabin,0,0,3.0675386e-05
2022-W02,P00037,Electrical,0,0,0.0051506236
2022-W02,P00295,Structure,0,0,0.0001726196
2022-W02,P00233,Cabin,0,0,1.481145e-05
2022-W02,P00036,Structure,0,0,1.6685804e-05
2022-W02,P00010,Electrical,0,0,0.00094865024
2022-W02,P00035,Hydraulics,0,0,0.0021167004
2022-W02,P00234,Electrical,0,0,0.0059893224
2022-W02,P00237,Structure,0,0,0.007227969
2022-W02,P00031,Engine,0,0,0.0001726196
2022-W02,P00034,Fasteners,0,0,0.0002073648
2022-W02,P00255,Fasteners,0,0,0.002972386
2022-W02,P00235,Engine,0,0,0.0118017765
2022-W02,P00033,Hydraulics,0,0,4.5500412e-05
2022-W02,P00296,Fasteners,0,0,0.015919743
2022-W02,P00030,Hydraulics,0,0,4.5500412e-05
2022-W02,P00232,Engine,0,0,0.00036371124
2022-W02,P00038,Fasteners,0,0,0.000900935
2022-W02,P00029,Structure,0,0,0.004440021
2022-W02,P00228,Fasteners,0,0,0.00017368452
2022-W02,P00003,Avionics,0,0,3.0675386e-05
2022-W02,P00042,Fasteners,0,0,3.0675386e-05
2022-W02,P00294,Cabin,0,0,3.0675386e-05
2022-W02,P00027,Avionics,0,0,3.0675386e-05
2022-W02,P00229,Hydraulics,0,0,0.0076471805
2022-W02,P00041,Fasteners,0,0,0.00109481
