url,source,publish_date_parsed,title,cleaned_content,label,label_notes,label_status,disruption_type
https://www.supplychainbrain.com/articles/20641-report-spotlights-best-practices-in-fleet-management-in-retail-industry,supplychainbrain.com,2015-01-09,Report Spotlights Best Practices in Fleet Management in Retail Industry,"In “Fleet and Technician Operations Practices”, the PRSM Association report focuses on a variety of topics, including an analysis of whether it is more economical to own or lease vehicles, the types of fuels commonly used, technologies commonly deployed to drive efficiencies and lower the cost of field service and the benefits of preventative fleet maintenance. The report is a transparent look at data recently collected from industry suppliers who are operating fleets that service retail stores and are self-performing in major trade categories, including HVAC, flooring, waste management, electrical and lighting. Of respondents who said they perform fleet maintenance in-house, approximately 70 percent reported higher costs than those who contract out for maintenance. The report also showed that vans are on average more economical to operate and maintain than trucks. Regarding the use of various technologies to facilitate field service, results show the industry is evenly split between the use and non-use of GPS technology, with 43 percent currently tracking vehicle location with GPS devices. Also, 57 percent of respondents said they are using some sort of fleet management software to improve operational efficiencies and meet customer needs, including work verification requirements. “This report is the first of its kind to shed light on how suppliers, who maintain retail stores across North America, structure and manage this costly and important aspect of their business. With this new information and insight the supplier and retailer community will be able to benchmark their operations against industry standards and identify ways to lower costs and increase efficiencies,” said Patricia Dameron, executive director, PRSM Association. The PRSM Benchmarking program, assisted by the association’s Benchmarking Committee consisting of retail and supplier members, conducts regular studies of topics and issues relevant to multi-site retail facilities management. Past reports have focused on work verification, retail utility consumption in Canada, vendor payment processes, HVAC and janitorial technology and services. For more information on PRSM and resources for the retail facilities management industry, click here. Source: Professional Retail Store Maintenance Association",0,"Stage0: positive business news, no disruption",ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20640-penske-logistics-asks-us-supreme-court-to-overturn-adverse-ruling-over-truck-driver-rules,supplychainbrain.com,2015-01-09,Penske Logistics Asks U.S. Supreme Court to Overturn Adverse Ruling Over Truck Driver Rules,"The crux of the case is whether a long-standing federal transportation law that seeks to promote lower rates and better service by ensuring that rates and services are determined by competitive market forces rather than a patchwork of varying state laws preempts California’s state laws requiring mandatory meal and rest breaks. The state's laws directly impact the routes, services and prices of trucking companies, such as Penske, operating in California. Penske maintains the Federal Aviation Administration Authorization Act of 1994, which prohibits states from enacting laws related to prices, routes or services of a motor carrier, preempts California meal and rest break laws as applied to motor carriers. In 2011, the U.S. District Court ruled in Penske’s favor on this issue, but the Ninth Circuit Court of Appeals later overturned this decision in 2014. Penske argues that the Ninth Circuit’s decision is at odds with Supreme Court decisions in other preemption cases. “Safe drivers are a top priority at Penske and we already encourage our drivers to take their necessary safety rest and meal breaks while driving their routes and serving our customers’ delivery needs,” said Michael Duff, senior vice president and general counsel for Penske. “This case is about federal law preempting state laws that relate to rates, routes and services offered by trucking companies. We’re asking the Supreme Court to resolve this issue for our company and the trucking industry. The Ninth Circuit’s decision significantly impacts the entire transportation industry as well as the flow of commerce and ultimately impacts consumers.”",0,Q1=N: no disruption signal,ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20650-retailers-experience-slight-rise-in-fraudulent-returns-for-2014-holiday-season,supplychainbrain.com,2015-01-12,Retailers Experience Slight Rise in Fraudulent Returns for 2014 Holiday Season,"""Today's sophisticated technology does well keeping criminals at arm's length but often isn't enough to completely stop the unethical practices of organized and individual retail fraud occurrences,"" said Bob Moraca, NRF vice president of loss prevention. ""Return fraud has become an unfortunate trend in retail, thanks to thieves taking advantage of retailers' return policies to benefit from the cash or store credit they don't deserve."" Many of the return fraud cases result from ""larger, more experienced"" crime rings, Moraca added. While return fraud reigns during the holiday season, it also plagues retailers year-round. Nearly all (92.7 percent) of the retailers polled say they have experienced the return of stolen merchandise in the last year, similar to last year's 94.8 percent. And, 78.2 percent of retailers say they have experienced return fraud through returns by organized retail crime groups, a spike from 60.3 percent last year.",0,Q1=N: no disruption signal,ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/blogs/1-think-tank/post/20645-the-single-window-for-trade-filing-is-finally-on-the-way,supplychainbrain.com,2015-01-12,"Think Tank
 RSS","Taken together, those three sentences are bound to trigger intense skepticism, to say the least, within the business community. But when it comes to the single window – a means for traders to submit all regulatory documents electronically, through one portal – they appear to be true. An executive order, signed by President Obama in February of last year, directs U.S. federal agencies involved in trade to develop an electronic single window by December 2016. The main vehicle for delivering that dream is the Automated Commercial Environment (ACE) of U.S. Customs and Border Protection. Cynics will observe that Customs has been struggling for decades to automate key processes involved in regulating trade. ACE’s predecessor was the Automated Commercial System (ACS), which was intended to track, control and process all imports entering the U.S. A major component was the Automated Broker Interface, which encouraged the electronic filing of import data. But those systems were long in development, and fell short of delivering promised efficiencies. ACS involved disparate systems that functioned independently, notes Fany Flores-Pastor, director of R&D compliance systems with Descartes Systems Group. ACE, by contrast, was designed from the start to tie multiple modules into a single database. In addition, it focuses on getting the owner of the data be the party that’s transmitting it. “Before,” says Flores-Pastor, “different parties would be sending the same manifest information, with the possibility of it being wrong from one to the other.” ACE, at least in theory, reduces the possibility of error and the need for data validation. The single window encompasses much more than the requirements of Customs and Border Protection. When fully implemented, it will serve as the conduit for filing with 12 Cabinet departments and 48 regulatory agencies. Traders will only need to submit their data once, and interactions between partner government agencies (PGAs) will take place in near-real time. Data will flow more quickly, and regulators will have an easier time tagging suspect shipments. Importers and exporters won’t have to wait until the end of 2016 to begin seeing changes in the way they deal with regulators. The single window consists of multiple processes that are being phased in over a three-year period. The testing of a PGA Message Set, harmonizing all of the data required by federal agencies, began last year. Revamping and incorporation of the Automated Export System into ACE kicked off in the spring of 2014, and export-manifest integration is supposed to occur at the beginning of this year. AES, a joint venture among Customs, the departments of Commerce and State and other federal agencies, was an early effort to tear down the walls between regulatory fiefdoms. Flores-Pastor admits that the path to ACE and the single window has been a rocky one. “We’ve gone through that pain with Customs,” she says. “We lost faith in ACE. Even the government did.” Problems included a lack of adequate funding and the need to rethink the initiative’s direction. Recently, however, things have been looking up. Successes include the launch of the entry summary accounts and revenues (ESAR) portion of ACE. In addition, says Flores-Pastor, Customs has adopted a more collaborative approach to working with the trade. “They are taking inputs from business owners to participate in the development effort, so they can build a system that makes sense,” she says. “They’re drawing on the knowledge of people who do this from day to day.” ACE is about 60-percent developed now, says Flores-Pastor. It already incorporates import manifests for ocean, rail and truck, and air is slated to be added this month. Information needed for cargo release can be inputted much earlier, leaving time for corrections. That’s of benefit to both government and the trade, she says. The system also now handles export manifests for air, with ocean, rail and truck to follow. When finished, it will have completely automated a formerly manual process, Flores-Pastor says. Other agencies are gradually coming on line. As of late last year, at least three programs were in the pilot stage, involving the National Highway Traffic Safety Administration, Environmental Protection Agency and Department of Agriculture’s Food Safety and Inspection Service. They were busy adding their particular requirements to the generic PGA message set. Already up and running are modules for linking the Food & Drug Administration and other agencies of the Department of Transportation. All involve working groups with close ties to affected segments of the trading community. So will this massive effort really be finished by the end of 2016? “It’s not going to be easy,” says Flores-Pastor. Progress could be stalled by the trade’s limited resources, as well as the needs of more than a dozen implementation teams and corresponding agencies. Just figuring out how a “generic” format works for 48 agencies is a huge task. Also in question is the degree to which paper will be banished from the filing process. That’s clearly Customs’ intent, but the trade might not be ready to follow. “You need to have every entity associated with the supply chain be paperless,” Flores-Pastor says. “Today, there are no regulations that can enforce that.” Freight forwarders and non-vessel common carriers, to name two, are not obligated to automate. Customs hopes they’ll do so out of a desire to remain competitive in a market characterized by low margins and high costs. “We’ve had a long trip toward ACE, and in the last three years we’ve accelerated the process,” Flores-Pastor says. “But experience has shown that not everything happens as expected.” Nevertheless, the arrival of the single window promises to be a welcome development for a business that’s long been buried in paper and red tape.",0,"Stage0: positive business news, no disruption",ai_rule_based_v3,GENERAL_DISRUPTION
https://joc.com/article/cold-chain-specialist-lineage-logistics-expands-in-us-northwest-5217980,joc.com,2015-01-13,Cold chain specialist Lineage Logistics expands in US Northwest,"Cold-chain specialist Lineage Logistics expanded in the Pacific Northwest by acquiring warehousing and logistics company Columbia Colstor in Moses Lake, Washington. The acquisition gives Lineage, one of the largest temperature-controlled logistics companies in the U.S., a total of 11 warehousing and shipping locations in the Pacific Northwest. Columbia provides temperature-controlled facilities for the processing of potatoes, fruits, and other vegetables grown in the Columbia River Basin as well as Pacific Ocean seafood. With the addition of Columbia’s six refrigerated warehouses in Washington, Lineage has 111 facilities with more than 600 million cubic feet of combined space in 21 U.S. states. Lineage is owned and managed by investment firm Bay Grove, formed by three partners in 2007. Bay Grove has grown the company through 16 acquisitions since 2008. In addition to its warehousing and storage business, Lineage operates a U.S. transportation division, Lineage Freight Management, that works with food shippers.",0,"Stage0: positive business news, no disruption",ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20656-epicor-acquires-shopvisible-partners-on-electronic-payment,supplychainbrain.com,2015-01-13,Epicor Acquires ShopVisible; Partners on Electronic Payment,"Epicor said the deal will enhance its position as a provider of omnichannel applications for mid-sized and large retail chains. ShopVisible Digital Commerce allows retailers to manage content, product information, pricing, wish lists, shipping, ratings and reviews, with packaged integration to third-party systems. ShopVisible Order Management includes full order-management lifecycle capabilities, from order collection through orchestration and post-transaction repository processes. In another company announcement, Epicor has entered into a strategic partnership with AJB Software Design, Inc. a provider of integrated payment applications. The functionality simplifies and secures electronic payment acceptance at point of purchase, enabling retailers to accommodate new methods of payment and comply with security best practices.",0,"Stage0: positive business news, no disruption",ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20654-survey-seeks-views-on-green-ship-technologies-in-asian-maritime-sector,supplychainbrain.com,2015-01-13,Survey Seeks Views on 'Green Ship Technologies' in Asian Maritime Sector,"As such, the Institute of Marine Engineering, Science and Technology (IMarEST) together with the UK Science & Innovation Network (SIN) Southeast Asia are seeking opinions to investigate “Green Ship Technologies” within Asia. To assist with this, all those involved in the shipping industry are invited to complete a survey accessed by clicking here. The survey should take no longer than three minutes to complete, and is aimed at gauging views on the ""Green Agenda"" from across the maritime sector. ""The 'Green Agenda' attempts to address environmental issues by introducing ship designs, equipment, products and operating procedures that reduce harmful emissions, but these measures often come at a cost to ship owners, operators and ultimately the end users of the goods carried by sea. However, there are also financial incentives introduced by administrations, such as Singapore, to encourage a positive environmental response"" says Bev MacKenzie, technical and policy director at the IMarEST.",0,Q1=N: no disruption signal,ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20668-us-imports-expected-to-rise-as-west-coast-port-issues-continue,supplychainbrain.com,2015-01-14,U.S. Imports Expected to Rise as West Coast Port Issues Continue,"“Now that a federal mediator is on the scene, we hope the mediator will be able to help the parties quickly reach a new contract so we can begin to work on solutions to the ongoing congestion issues,” NRF Vice President for Supply Chain and Customs Policy Jonathan Gold said. “The urgent need to end the uncertainty we’ve seen for half a year now isn’t over just because the holiday season has ended. Retailers are already starting to bring in products for the spring season, and want both labor and management to work together to bring these issues to an end.” The contract between the Pacific Maritime Association and the International Longshore and Warehouse Union expired on July 1. The lack of a contract and other operational issues led to crisis-level congestion at the ports, and NRF asked President Obama to engage with the parties and encourage the use of a federal mediator. A mediator arrived in San Francisco last Tuesday and is currently working with labor and management on the contract negotiations. Ports covered by Global Port Tracker handled 1.39 million twenty-foot equivalent units in November, the latest month for which after-the-fact numbers are available. That was down 10.7 percent from October as holiday merchandise wound down but up 3.5 percent from November 2013. December was estimated at 1.35 million TEU, up 2.7 percent from the year before. One TEU is one 20-foot cargo container or its equivalent. Those numbers brought 2014 to a preliminary total of 17.2 million TEU, an increase of 6 percent over 2013’s 16.2 million. Imports in 2012 totaled 15.8 million. January is forecast at 1.39 million TEU, up 1.1 percent from January 2014, February at 1.3 million TEU, up 4.8 percent from last year; March also at 1.3 million TEU, down 0.5 percent; April at 1.43 million TEU, the same as last year; and May at 1.49 million TEU, up 0.6 percent. “2014 started out with a whimper as winter weather hammered the country but it appears to have ended with a bang,” Hackett Associates Founder Ben Hackett said. “Import volumes on the West Coast, despite all the problems there, were the highest since 2009. A similar picture exists on the East Coast, which had even healthier results.” Source: National Retail Federation",1,Q2=N: forecast/warning (n_forecast=3),ai_rule_based_v3,PORT_CONGESTION
https://www.supplychainbrain.com/articles/20670-your-next-perfect-employee-or-job-is-waiting-27,supplychainbrain.com,2015-01-14,Your Next Perfect Employee or Job Is Waiting,"> Bringing Qualified Candidates to Employers > Providing access to the most plentiful selection of jobs in the industry for Job Seekers. Visit our Job Board and take advantage of your unique SupplyChainBrain connection! JOB SEEKERS: Your Perfect Job Is Waiting… Supply Chain - SAP Analyst West Lebanon, NH http://bit.ly/1xMNp54 Senior Director of Operations Ajax, ON http://bit.ly/1DtkVkd Director of Operations Memphis, TN http://bit.ly/1tRgabI Vice President, Key Acct Development, Industrial Jersey City, NJ http://bit.ly/1DFvnVX Yard Operations Manager - Power Solutions Berlin, NJ http://bit.ly/1I2J3Kv SupplyChainBrain.com members receive a 10 percent discount on the first purchase of job posting packages. To get started, call 1.877.562.7678. Mention code JIL4SCB.",0,Q1=N: no disruption signal,ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20672-commercehub-to-acquire-retail-technology-provider-mercent,supplychainbrain.com,2015-01-14,CommerceHub to Acquire Retail Technology Provider Mercent,"The deal will enable retailers to connect multiple types of consumer demand with all sources of product supply and delivery, CommerceHub said. According to the company, Mercent’s platform allows large retailers to optimize their digital marketing campaigns on the largest shopping channels. The combination of companies will allow clients to orchestrate the entire omnichannel commerce experience, from demand to doorstep, CommerceHub said. They can expand product assortments through a network of drop-ship suppliers and marketplace sellers. They can also launch marketplaces featuring third-party seller assortment, with full monitoring and control of the entire delivery process. CommerceHub’s virtual-inventory platform integrates large North American retailers with a network of more than 8,500 drop-ship suppliers. Together, CommerceHub and Mercent are integrated with more than 200 retailers, the company said.",0,"Stage0: positive business news, no disruption",ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20673-cma-cgm-introduces-tigris-enhances-euraf-services,supplychainbrain.com,2015-01-14,CMA CGM Introduces Tigris; Enhances EURAF Services,"It is the third of a series of 28 vessels, ranging from 9,400 to 10,900 TEUs, to be delivered to the carrier through the third quarter of 2016. The Tigris, 300 meters long and 48 meters wide, will be a chartered bareboat sailing under the flag of Malta. It includes 1,458 reefer plugs for 40-foot containers. In another company development, CMA CGM has developed two new services between Europe, the Mediterranean and West Africa. Dubbed EURAF 1 and 2, the weekly services will include strategic calls from Hamburg and London Gateway ports to Nigeria, Ghana, Ivory Coast and Senegal, in addition to two weekly calls at Antwerp. EURAF 1 will utilize six vessels of 3,500 TEUs, while EURAF 2 will deploy six ships of 2,600 TEUs. Both were scheduled to be inaugurated with maiden voyages in late January.",0,Q1=N: no disruption signal,ai_rule_based_v3,GENERAL_DISRUPTION
https://www.supplychainbrain.com/articles/20671-tiger-cool-express-acquires-35-temp-controlled-containers,supplychainbrain.com,2015-01-14,Tiger Cool Express Acquires 35 Temp-Controlled Containers,"The deal increases the size of Tiger Cool’s domestic container fleet to 234. The new boxes are manufactured by Hyundai, with Carrier X4-7300 refrigeration units and iBright telematics. The insulated containers are built to hold temperatures to minus 20 degrees Fahrenheit. They are equipped with remote accessibility and can be switched on or off, or have their temperatures adjusted from any location, remotely. Four internal sensors, including a coring thermometer, measure temperatures and monitor the environment inside the container. Additional sensors monitor opening and closing of the doors. Cellular sensors track location speed and direction, and are equipped with geo-fencing capability to alert the company and customer if the equipment is out of route. Vertical and horizontal impacts, as well as fuel quality, are also measured by devices within the containers. Tiger Cool said it expects to announce additional fleet expansions in 2015.",1,Q2=N: forecast/warning (n_forecast=0),ai_rule_based_v3,GENERAL_DISRUPTION
