Nguồn,Ngày đăng,Tiêu đề,URL,Nội dung (đầy đủ),Nhãn (0/1/2)
supplychaindive.com,2024-02-09,FMC urged to evaluate surcharges amid Red Sea crisis,https://www.supplychaindive.com/news/federal-maritime-commission-hearing-red-sea-threats-shipping-fmc/706930/,"Ocean shipping stakeholders asked the Federal Maritime Commission to use its jurisdiction to prevent further disruptions from the Red Sea crisis during an informal hearing with the agency on Wednesday. Cargo owners have seen a host of disruptions as ocean liners avoid the Red Sea due to fears of ongoing attacks on commercial shipping vessels. The disruptions have sparked a wave of business and federal activity on the matter as regulators assess what they can do. Just last week, the House of Representatives’ Coast Guard and Maritime Transportation subcommittee held a hearing to evaluate the emerging challenges posed by the attacks. “Our job when it comes to Red Sea trade route disruptions, and to my mind, the purpose of this hearing is to ensure that our shipping laws are being obeyed,” FMC Chairman Daniel Maffei said during his opening remarks at the hearing. “Specifically, to make sure any Red Sea related fees charged to shippers are reasonable and not deceptive, and that no unfair or unjust discriminatory methods are used to apply tariffs and serve as contractors contracts, and that a competitive marketplace continues to exist.” The situation in the Red Sea has led shippers to not only reroute their cargo but face higher rates, leading trade groups to urge the FMC to take a closer look at price increases from carriers. “The FMC should look at the transparency of these surcharges as questions still persist about their correlation with actual costs and their emergency surcharges are reaching over $3,000 per container coupled with other fees,” Sarah Gilmore, director of supply chain policy at the Retail Industry Leaders Association, said during the hearing. Asia to U.S. West Coast prices have increased to $4,367 per forty-foot equivalent and Asia to U.S. East Coast prices increased to $6,373 per forty-foot equivalent, according to Feb. 7 data from Freightos. In addition, several carriers have tacked on “war surcharges” for goods on certain shipping lanes. Early in the crisis, CMA CGM, Maersk, Wan Hai Lines and other carriers asked the FMC for approval to waive the 30-day notice to apply surcharges — part of the agency’s requirements. The FMC granted permissions on these surcharges. Peter Friedmann, executive director at the Agriculture Transportation Coalition, urged the FMC to consider how shippers are affected when carriers are allowed to implement surcharges on short notice. “When you get a notice like that, there were a lot of soybean exporters [who] just said stop, because we’re going to take a loss on this thing,” Friedmann said. “You can fix that, I think pretty easily.” In addition to rates, shippers also worry conditions will get worse and believe congestion will begin in the next four to five weeks, Jonathan Gold, the National Retail Federation’s VP of supply chain and customs policy, told the FMC. “We need to make sure we address railcar chassis and terminal equipment availability in order to move containers out of the terminals in a timely manner,” Gold said. “We also need to continue to talk about the impact of the PierPASS program on available appointments and container movements at the ports of LA and Long Beach.” However, executives from the Port of Long Beach and the World Shipping Council highlighted that cargo is still flowing despite the Red Sea crisis. Carriers are adjusting their service schedules and making operations adjustments such as the reposition of services from feeder services, to transshipment points, and other nuances, said Joe Kramek, director of U.S. Government Relations at the World Shipping Council. “If commerce is flowing, that should be the Commission’s first and foremost concern. But we’re essentially operating in a war zone,” Kramek said. Similarly, Port of Long Beach CEO Mario Cordero said the port is prepared to keep cargo flowing if an increase in cargo arises. “Following the surge of cargo to the West Coast ports during the covid-19 pandemic, we have had the opportunity to incorporate lessons learned and become more resilient as a port complex, especially when it comes to unexpected and steep increases in cargo volumes,” Cordero said. After hearing the stakeholders’ concerns, Maffei thanked them for sharing and acknowledged this will likely not be the last unfortunate reality in international shipping. “In a dynamic and ever changing global landscape, I just want to say that the good news is that all facets of our industry have and will continue, I believe, to adapt and grow,” he said. This story was updated to include images of the FMC hearing.",2
ajot.com,2023-08-04,TIA unveils watchdog program enhancements through collaboration with highway,https://www.ajot.com/news/tia-unveils-watchdog-program-enhancements-through-collaboration-with-highway,"The Transportation Intermediaries Association (TIA), the premier organization for third-party logistics professionals, is thrilled to announce enhancements to its Watchdog® program through a strategic relationship with Highway. The collaboration aims to raise the industry standard for legitimate 3PL and carrier companies by honing in on truly fraudulent behavior and broadening the universe of reports available to TIA members. “Cultivating trust and integrity in the logistics industry is paramount,” said Anne Reinke, TIA President and CEO. “This strategic relationship with Highway will provide our members with a greatly improved TIA Watchdog experience and access to enhanced tools and resources to combat fraudulent activities. Together, we are raising the industry standard and reinforcing our commitment to a secure and transparent transportation ecosystem."" “As the leading trade association for third-party logistics, TIA plays a critical role in developing the security and stability of this industry,” said Jordan Graft, Highway’s CEO. “We are grateful for the opportunity to enhance the value of the Watchdog® product offering for TIA members and bring greater transparency and trust to the US supply chain.” Serving as a technology and industry thought innovator, Highway’s mission is to make freight more connected and secure. Highway will play a vital role in developing and supporting TIA Watchdog®, and TIA members will continue to receive free standard access to Watchdog®. Additional and enhanced service options will be newly available to members including insurance monitoring, carrier identity management, and TMS integration. Fraudulent activities continue to rise within the transportation sector, costing approximately $1 billion to trucking companies, shippers, freight brokers, and ultimately consumers. With a strong commitment to advocacy and education, TIA has been a leading advocate in the fight against fraud in the transportation supply chain. The Association recognized the impending fraud crisis more than a decade ago, leading to its support of the Fighting Fraud in Transportation Act in 2012. Since then, TIA has remained at the forefront of the issue, actively voicing concerns in Congressional hearings and educating its members on the issue. Most recently, the organization launched the TIA Fraud Task Force and a free educational fraud course for its members.",0
ajot.com,2024-12-03,Atlas Air Worldwide announces appointment of Goersch as COO,https://www.ajot.com/news/atlas-air-worldwide-announces-appointment-of-goersch-as-coo,"Atlas Air Worldwide Holdings, Inc. [“Atlas” or the “Company”], a leading global provider of outsourced aviation logistics, today announced the appointment of Klaus Goersch to the role of Executive Vice President and Chief Operating Officer. Goersch will report to Michael Steen, Chief Executive Officer, Atlas Air Worldwide, and will serve as a member of the Company’s Executive Leadership Team. Joining the company in late December, Goersch will oversee Atlas’ global flight, ground and technical operations, with direct responsibility for safety, regulatory compliance and operational excellence. As the Company’s primary liaison with the Federal Aviation Administration, he will lead strategic initiatives to enhance operational efficiency while maintaining Atlas’ industry-leading safety standards. Goersch brings nearly three decades of aviation industry experience to Atlas. Most recently, he was the Chief Operations Officer at Air India, and prior to that served as Chief Operating Officer for British Airways and Air Canada. He also served as Chief Executive Officer of NEOM airlines in Saudi Arabia and was Executive Vice President of AirTran Airways. “Atlas’ position as the global air logistics leader makes this an exciting opportunity,” said Goersch. “I look forward to working alongside Atlas’ world-class operations teams to advance the Company’s strategic growth agenda while maintaining our commitment to safety and service quality.”",0
ajot.com,2022-11-08,Companies commit to buying super-green cement in corporate climate club,https://www.ajot.com/news/companies-commit-to-buying-super-green-cement-in-corporate-climate-club,"PepsiCo Inc., Apple Inc. and Rio Tinto Plc are among the newest members of a corporate buyers club that have now committed $12 billion to purchasing near-zero-carbon steel, aluminum and other products in the hopes of developing greener supply chains and accelerating the production of clean technology. The First Movers Coalition is also growing with new corporate pledges from companies such as automaker General Motors Co. and Swedish power provider Vattenfall AB to buy next-level green cement and concrete — at least 10% of their needs per year by 2030. It’s creating “ecosystems of partners who not only make commitments on procurement but work together to create entirely new business models,” said Mads Nipper, chief executive officer of Danish energy giant Orsted AS, which joined the cement and concrete program before the Tuesday event. “By doing things that are hard and feel unsafe -- by doing that and proving it’s possible -- we can show to the rest of the world that it is indeed so.” At a commercial scale, truly carbon-neutral concrete, steel, aluminum and other raw materials are far from being a reality. Alcoa Corp., the biggest US aluminum producer, and Rio Tinto are part of a joint venture with Apple to mass-produce aluminum without creating direct carbon-dioxide emissions. But doing so at industrial-strength power levels remains a challenge. Meanwhile, steel-making accounts for 6% of global carbon emissions and 8% of energy-related emissions, according to researchers at Columbia University’s Center on Global Energy Policy, and getting to the point at which carbon-neutral steel can be produced at an industrial scale would require billions of dollars in capital spending and significant government investment from nations around the world. Without the purchase commitments and guaranteed demand created by members of the First Movers Coalition, such products may never arrive, said Varun Sivaram, senior director for clean energy and innovation under John Kerry, the US’s special presidential envoy for climate. “The First Movers are critical to send that initial signal, so those products have a beachhead market,” he said. The commitments, which are tied to purchase contracts by 2030, are not binding and could be upset by new corporate goals, lagging product development and other unforeseen changes. Still, the company members bring economic might to the demand for green innovation. The coalition now represents 65 companies — from real estate to construction firms — with a collective market value of roughly $8 trillion. Cement and concrete — the second-most consumed product globally after potable water, according to Kerry — must meet specified levels for embodied carbon to qualify as near-zero-carbon products under the program. The demand signals sent by the purchase commitments will drive critical investment and help bring to scale “technologies that are needed to decarbonize these sectors,” Kerry said at the event in Egypt. And, he insisted, the corporate moves can withstand shifting political winds in Washington. “No politician, no election can change the full direction of this, because it is increasingly in the hands of the private sector,” Kerry said. The Inflation Reduction Act, which unleashes hundreds of billions of dollars in tax credits and other support for clean energy and advanced manufacturing in the US, complements the effort by driving down the cost of making near-zero-carbon products, said John Podesta, a senior adviser to President Joe Biden. “It creates the backdrop and the background for those investments across all those sectors.” Together, the coalition’s purchasing commitments aim to create guaranteed demand and help decarbonize heavy industrial and transportation sectors responsible for 30% of global greenhouse gas emissions. Apple and PepsiCo’s commitments are for near-zero-carbon aluminum; Rio Tinto is targeting super-green aviation, shipping and trucking. While lower costs and wider deployment of wind and solar power are helping spur an energy transition, that kind of green shift simply hasn’t started yet in hard-to-abate sectors such as aviation and shipping that are targeted by the initiative, Sivaram said. “The only way to get started is for those technologies to come down in cost and to come to the market.”",0
joc.com,2022-07-21,project44 says layoffs designed to launch restructuring,https://joc.com/article/project44-says-layoffs-designed-to-launch-restructuring-5234953,"project44 is one of a number of companies to restructure in the wake of economic uncertainty, with venture capital investors wanting to see “a path to profitability.” Photo credit: Shutterstock.com. Part of being a high-flying, growth-stage logistics software company is that there is no shortage of people waiting for a crack in the armor to appear. When visibility provider project44 confirmed to JOC.com last Friday that it had laid off nearly 5 percent of its global workforce, it seemed a perfect opportunity for doubts to arise about the company and the direction of venture capital-backed startups in general. But in a wide-ranging briefing Tuesday, project44 executives told JOC.com that letting go of 63 employees, 21 of which were in talent acquisition, is the precursor to a restructuring that will orient the company more squarely around product development and engineering. Company officials said they plan to add 223 new employees by the end of the year to address that focus. “It’s hardening that product and making it easier and better,” CEO Jett McCandless said. “A lot of technology available now for developer tools and system connectivity didn’t exist when we first started. So you’re always refactoring.” McCandless noted that 2021 was a particularly intense year for the company, as it acquired container visibility providers Ocean Insights and ClearMetal and parcel visibility provider Convey, while scaling its operations in Europe, Asia, and South America. The restructuring is partially a natural function of figuring out how those acquisitions fit into the bigger picture of a company that was valued at $2.4 billion in January after its last round of venture capital funding. But it is also part of a broader trend in the logistics technology world, where a growing number of companies are taking pre-emptive steps to manage headcount. In recent weeks, warehousing software vendor Stord and last-mile visibility provider FarEye have cut staff by roughly the same percentage that project44 did last week. “Some of what’s happening is trimming the fat, and some is just about being prepared,” Burak Cendek, a partner at VC firm Autotech Ventures, told JOC.com Tuesday. “You can’t wait until the end to cut costs. You need to do it now to make it meaningful for your runway. I respect the leadership at those companies who took action swiftly.” Tim Bertrand, president of worldwide field operations at project44, told JOC.com the company’s pipeline for new business was as large in the first quarter of 2022 as it has ever been and accelerated through the second quarter. project44 has exceeded sales targets for the last 11 quarters, a streak that McCandless attributed to Bertrand’s arrival three years ago. In particular, McCandless lauded the company’s improved ability to close deals against competitors, a number that rose from around 40 percent before Betrand’s arrival to more than 80 percent in the past five quarters. “And that’s with us competing in more deals,” Bertrand noted. “We do see lot of multi-vendor arrangements, but the substantive wins are the ones I’m most interested in. Single vendor, multi-modal consolidation, multiple geographies.” Half of project44’s 1,300 total customers are shippers. Major deals inked so far this year include Office Depot, Nike, Starbucks, and Canadian Tire; in all, the company closed 141 deals in the first quarter. Office Depot more than doubled its annual contract with project44 by including ocean freight visibility in its subscription. Bertrand said project44 has “a line of sight” to more than $50 million in additional run rate (ARR) from its existing business pipeline this year. ARR is a widely used measure of subscription revenue. The emphasis on hiring engineers while pulling back on other recruitment areas should be read as a sign that project44 is committed to enhancing the customer experience and improving database queries and the underlying tools engineers use to build applications, McCandless said. The company’s COO Vivek Kundla said the shift in recruitment focus is about “getting to the next level.” We're rearchitecting the underlying platform to make it a consistent experience for customers from the first to the last mile,” he said. “We want to make the 100 billion data points [project44 collects monthly] relevant to the individual customer and their specific use case. These investments are setting us up for decades to come. Some companies may be pulling back, but we’re leaning in.” Kundla, a veteran executive of Salesforce who also managed the $80 billion technology spend for the Obama administration, said the focus is on “customers getting value from the day they sign the contract.” “This is not a one-year race,” he said. “Never waste a crisis – that's why we’re doubling down on engineering.” Multiple company founders and VCs have told JOC.com that the number of companies that have implemented layoffs or restructurings is far more than those that have publicly reported doing so. But there has yet to be a massive layoff that might suggest the logistics technology industry is under threat as a whole. “There will be a lot of founders with battle scars and investors will lose some money, but it’s a still a big market and there are a lot of pain points,” Autotech Ventures’ Cendek said. “We’ve seen valuations go up and now they’re going back down. That’s healthy for everyone. The nature of your revenue and your cash burn is becoming more important, as well as whether you’re a tech company, a services company, or a tech-enabled services company.” Bertrand added that the narrative in the market has changed: “You need a path to profitability.” For the 63 employees let go, McCandless said they’ll receive severance pay and have some of their company options accelerated. project44 has also paid for a placement firm for each affected worker. At a company town hall meeting Tuesday, McCandless told the remaining employees they would be getting inflation bonuses -- two payments in the third and fourth quarters to cope with rising expenses. Those bonuses, which will not be paid to company executives, amount to roughly $4 million across the entire company. Contact Eric Johnson at eric.johnson@spglobal.com and follow him on Twitter: @LogTechEric. © 2026 S&P Global. All rights reserved. Reproduction in whole or in part without permission is prohibited. You are permitted to print or download extracts from this material for your personal use only. None of this material may be used for any commercial or public use. For more information on reprints/eprints, please visit https://subscribe.joc.com/mediasolutions/.",1
ajot.com,2023-11-10,Yang Ming publishes Financial Report for Q3 2023,https://www.ajot.com/news/yang-ming-publishes-financial-report-for-q3-2023,"Yang Ming Marine Transport Corporation (Yang Ming) today (Nov. 10) published its financial report for Q3 2023. The consolidated revenue for the third quarter was NT$ 35.9 billion (US$ 1,160.72 million), with an after-tax net profit of NT$ 2.81 billion (US$ 90.73 million) and an after-tax EPS of NT$ 0.8 per share. For the first three quarters of 2023, the consolidated revenue was NT$ 107.9 billion (US$ 3,488.55 million), with an after-tax net profit of NT$ 6.08 billion (US$ 196.49 million) and an after-tax EPS of NT$ 1.74 per share. The overall revenue in Q3 remained stable compared to the previous two quarters; however, the freight rates were down compared to the same period of last year, leading to a decrease in revenue compared to the same period of last year. According to Alphaliner’s latest shipping market supply and demand growth forecast, the global container ship capacity supply growth rate in 2023 is projected to be 8.4%, and 1.4% for the demand growth rate. As for the projections for 2024, the supply growth rate will increase to 9.1%, and 2.2% for the demand growth rate. A significant gap between supply and demand growth rates will remain in 2024, presenting an operational challenge that international shipping companies will need to address, as the issue of supply-demand imbalance persists. With the recent continuous rise in the Shanghai Containerized Freight Index (SCFI), short-term market performance is also in line with the trend. However, with the arrival of Q4, traditionally the off-season for the European and American markets, container price and volume trends require further observation. Additionally, the overall development of the shipping market is expected to be affected by the ongoing global high inflation, international geopolitical tensions, and policy adjustments by the European Commission concerning the ""Consortia Block Exemption Regulation"" (CBER). Against this backdrop, Yang Ming will continue to closely monitor the changes in the regional markets, while maintaining real-time operational flexibility in terms of route planning and fleet planning in order to maintain top performance and global competitiveness, as well as abide by international competition regulations.",0
ajot.com,2024-02-05,Port of New Orleans cruise passenger numbers back to pre-pandemic levels,https://www.ajot.com/news/port-of-new-orleans-cruise-passenger-numbers-back-to-pre-pandemic-levels,"The Port of New Orleans (Port NOLA) finished calendar year 2023 with nearly 1.2 million cruise passenger movements and renewed commitments to the New Orleans cruise market from both oceangoing and river cruise lines. “The cruise business has rebounded in New Orleans and cruise line partners are confident in our Port NOLA cruise market,” said Port NOLA President and CEO Brandy D. Christian. “This is really encouraging as our cruise business drives tourism and contributes significantly to the hospitality industry. We want to thank all our cruise line and hospitality partners as we work together to make cruising out of New Orleans two vacations in one.” Carnival Cruise Line homeports two year-round vessels from Port NOLA, and in 2024 Carnival celebrates its 30th year of cruising from New Orleans. Norwegian Cruise Line will also renew for five more years with additional sailings and a new ship, “Norwegian Getaway,” to replace the “Norwegian Breakaway” starting in October 2024. Disney Cruise Line also returned to the Big Easy with the Disney Magic in January, while Royal Caribbean returns with a new vessel, the “Brilliance of the Seas” in November 2024. Port NOLA is also seeing record growth in river cruises, with nine homeported vessels including America’s first Viking Cruise that began sailing in 2022. That vessel was built in Louisiana. Port NOLA set a passenger record in March 2023 for oceangoing and river cruises, topping pre-pandemic levels with 155,225 passenger movements and 39 cruise vessel calls at the Port. The Port’s previous monthly high was set in February 2020 with 154,409 passenger movements and 31 vessel calls just prior to the entire cruise industry coming to a complete halt in March of that year due to the COVID-19 pandemic. At Port NOLA, 90% of cruise guests travel from out-of-state with 73% spending one or two days in New Orleans either before or after their cruise. That generates more than 300,000 hotel room nights in New Orleans and more than $125 million in local spending each year.",0
freightwaves.com,2024-01-30,Red Sea cargo diversions could affect 2024 holiday shipping,https://www.freightwaves.com/news/red-sea-cargo-diversions-could-affect-2024-holiday-shipping,"The current spike in shipping costs caused by ocean carriers routing away from the conflict in the Middle East could seep into longer-term rates if the federal government waits too long to help mitigate potential backups at U.S. ports, according to retailers. “While many are focusing on the current situation, more challenges will be created the longer these disruptions continue,” said Jonathan Gold, vice president of supply chain and customs policy at the National Retail Federation, testifying on Capitol Hill on Tuesday. “The federal government needs to start paying attention to these issues now to help avoid significant congestion in the coming months.” Gold told lawmakers at the hearing — called by the U.S. House Transportation & Infrastructure’s maritime subcommittee and titled, “Securing Shipping Against Threats in the Red Sea” — that he is concerned about the effect that long-term disruptions in the region will have on annual contract negotiations his members will soon be entering into with the ocean carriers. “We do not want to see rates similar to the pandemic, which could impact inflation,” he said. At the same time, Gold said his members are making decisions now regarding back-to-school and holiday import shipments, and are looking to shift those containers back to the West Coast ports after having shifted them away from the West Coast congestion and backups that occurred during the pandemic. “We need to make sure that our ports, terminals, railroads, harbor truck drayage providers and warehouses are ready for the increased cargoes. We are already hearing that the dwell times are starting to tick up on the rail side.” More congestion buildup could begin in the next four to six weeks, Gold warned. “Efforts need to be made now to convene the right stakeholders to plan accordingly.” The congestion on the West Coast sparked by the pandemic that occurred in 2020 and 2021 led to several efforts by the Biden administration to help improve goods movement into and out of the U.S., including the Freight Logistics Optimization Works (FLOW) initiative. Headed up by the U.S. Department of Transportation, FLOW coordinates and processes container shipping data from ocean carriers, railroads, trucking companies, shippers and others to allow transportation companies to better anticipate potential congestion issues. The effort, Budd Darr, executive vice president of maritime policy and government affairs at container ship operator Mediterranean Shipping Co., testified at the hearing, “is a pretty good attempt to try and open up some more visibility with the hope that we can project forward patterns much better. It’s an example of a genuine public-private partnership that I think deserves some recognition.” Addressing the rising costs that shippers have experienced as result of ship diversions away from the Red Sea, Darr noted that containerized goods are “not all affected equally. The higher value goods are, relative to their volume, that goes into a container, the much less affected they are” by potential price increases. “We’re not seeing anywhere near the price excursions in the open market that we did during the pandemic.” But Darr conceded during the hearing that long-term shipping strategies — and their cost implications — could be upended by the current geopolitical crisis. “We will adapt. We will make it work. We will meet the world’s commerce needs. That’s what we do,” Darr said. “But it may not look like it does today. And what we’re learning through the initial six weeks of adaptation of our networks is, maybe we’re going to call different places than we called before. Maybe we’re going to shift volumes for transshipment to different hubs than we did before. Maybe we’re going to avoid the Suez Canal altogether, and all that may come from that as far as stability in the region goes. “All of those things are possible — I can’t paint exactly the picture. I can assure you we’ll meet the need, but it will be more expensive. There will be costs associated with that.” Click for more FreightWaves articles by John Gallagher. Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals. Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals.",1
ajot.com,2024-12-03,Cargill to terminate about 475 employees in Minnesota,https://www.ajot.com/news/cargill-to-terminate-about-475-employees-in-minnesota,"Global trading house Cargill plans to permanently terminate about 475 employees in Minnesota, home to its corporate headquarters, starting on Feb. 5, according to a company letter released by the state on Tuesday. Cargill has said it plans to cut around 5% of its staff after revenue slumped in its most recent fiscal year as crop prices hit multi-year lows. The employees work at an office center in Wayzata or are ""tagged"" to the facility but live elsewhere, according to the letter, which added that they are not represented by a union. ""Cargill is undergoing a business restructuring that is resulting in a reduction in force of certain roles at the Wayzata Office Center,"" the letter said. Agricultural merchants, including privately held Cargill, are under pressure as prices of the commodity crops they trade, such as wheat, corn and soybeans, have dropped to near four-year lows and crop processing margins have shrunk. Cargill has more than 160,000 employees, which implies that a 5% cut in staff would hit about 8,000 jobs. The company reported revenue of $160 billion for its 2024 fiscal year that ended in May, down from a record $177 billion in the previous year. Cargill does not release quarterly earnings statements, but in a memo seen by Reuters in August, it said less than one-third of its businesses met their earnings goals in the last fiscal year.",0
supplychaindive.com,2023-06-23,Teamsters push UPS for ‘big raises’ in next phase of contract talks,https://www.supplychaindive.com/news/teamsters-ups-contract-negotiations-proposed-raises-economic-items/653730/,"Despite a delayed start, UPS and the International Brotherhood of Teamsters have made significant progress in their ongoing negotiations for a new national contract. The delivery giant and the union representing roughly 330,000 of its employees have reached 55 tentative agreements addressing a variety of topics within the contract, Teamsters General President Sean O’Brien said in a Wednesday webinar updating union members on negotiations. “After 20 full days of bargaining, we’ve been very aggressive,” O’Brien said. “We’ve never done this process as efficiently as we have in the last 20 days.” Now, the two sides must come to terms on topics the union has been particularly outspoken about: wages and benefits. It’s off to a rocky start. O’Brien said the Teamsters are “demanding big raises” from UPS across employee classifications, but the two sides are apparently far apart on specifics. The union blasted UPS’ counteroffer to its proposal on economic items Thursday, calling it “appalling” and saying negotiators won’t meet with the company again until a “realistic and respectful” offer is proposed. There are less than 39 days for negotiators to reach an agreement on pay and other topics before the July 31 expiration of the current national contract. UPS has expressed confidence that it will reach a deal prior to that date. The shippers relying on the company for deliveries hope that will be the case — the Teamsters have vowed to strike if a deal isn’t reached by then, which would cause immense disruptions in the company’s network. “The Teamsters are playing hardball,” ShipScience founder and CEO Anthony Robinson told Supply Chain Dive earlier this year. “I think they know that they have a lot of leverage at this point, especially given the amount of inflation and the inflationary impact to wages.” UPS and the Teamsters reached tentative agreements on all non-economic issues on Tuesday. Some of the larger agreements include having company drivers handle more SurePost deliveries, giving the Teamsters a larger influence over technology changes in the company’s network and equipping new UPS vehicles with in-cab air conditioning starting in 2024. “Where possible, new vehicles will be allocated to the hottest parts of the country first,” UPS said of the air conditioning agreement. O’Brien said these deals, which are subject to ratification alongside the next national contract, are all favorable to union members. Although union leadership has been happy with the agreements reached so far, Teamsters-represented UPS employees voted in favor of authorizing a strike if needed earlier this month. The approval, which UPS called a typical step in the negotiations process, puts increasing pressure on the company to reach a deal prior to the expiration of the current contract. “This is a mandate for UPS to take us seriously,” Teamsters General Secretary-Treasurer Fred Zuckerman said in the webinar. “We don’t want to go on strike, but if we do, UPS will be striking themselves.” With non-economic negotiations wrapped up, the focus of contract talks has shifted to economic items like pay and benefits. The Teamsters National Negotiating Committee shared its proposals with UPS representatives on Wednesday prior to talks resuming, according to a union update. The union wants wage increases each year of the contract for UPS employees across all job classifications. It said Thursday that the company’s economic counteroffer “included minimal raises and overall wage cuts to workers’ cost-of-living adjustments.” Full-time package delivery drivers at UPS have a $95,000 annual average wage, while the average part-time union employee earns $20 an hour after 30 days, according to the company. “As in any negotiations, reaching consensus on economic proposals requires serious and detailed discussion, as well as give-and-take from both sides,” UPS said in an emailed statement. “UPS is proud to provide the best pay and benefits package in the industry, and we plan to keep it that way.” While the Teamsters haven’t provided specifics on how much it’s proposing for wages to increase, O’Brien said the union’s proposal to UPS “is the largest, most expensive economic package in U.S. labor history.” Other demands outlined by the Teamsters in this phase of negotiations include: O’Brien has frequently highlighted the end of the 22.4 classification — the number refers to an article in the current contract — as a top concern for negotiators. “We have made commitments to our members that the 22.4 issue is a strike issue,” O’Brien said.",1
ajot.com,2023-11-20,WinGD to supply methanol-fueled engines for six green container vessels,https://www.ajot.com/news/wingd-to-supply-methanol-fueled-engines-for-six-green-container-vessels,"Swiss marine power company WinGD will supply X-DF-M methanol-fueled engines for a series of six container vessels to be built at Yangzijiang Shipbuilding in China. The 9,000 TEU vessels will each be powered by an X82DF-M engine built by HD Hyundai Heavy Industries’ Engine & Machinery Division (HHI-EMD), to be delivered in August 2025. 82-bore size. As announced previously, early interest in the X92DF-M resulted in an order for four engines to power ultra-large container vessels being built for COSCO SHIPPING LINE. Volkmar Galke, Director Sales, WinGD, said: “This order confirms that our X-DF-M engines will be in service long before green methanol is widely available and before regulatory requirements come into force, giving operators time to build experience with the new fuel and engines. We are delighted that one of the biggest and most influential container lines has also invested in our X-DF-M technology, sending a strong signal to all operators currently making their own alternative fuel decisions.” As previously stated, both X-DF-M and ammonia-fueled X-DF-A engines will be available for delivery from Q1 2025. The combustion principle and engine platform deployed for X-DF-M engines is based on the latest X-Engines from WinGD, supplemented by high-pressure methanol injection. X-Engines, including the highly efficient X92-B and X82-2.0 engine, already power many of the world’s biggest container ships. Notable features of X-DF-M engines include comparable performance with X-Engines in both methanol and diesel modes, low pilot fuel requirements achieved through precisely controlled common rail injection, and NOx Tier III compliance in both modes with selective catalytic reduction. The new engine concept will be retrofittable to the X-Engine series as soon as X-DF-M engines are available in the relevant bore sizes.",0
ajot.com,2023-10-31,The Nautical Institute Singapore Conference 2023 wrapping up with exceptional attendance,https://www.ajot.com/news/the-nautical-institute-singapore-conference-2023-wrapping-up-with-exceptional-attendance,"posted by AJOT | Oct 31 2023 at 09:19 AM | Maritime The Nautical Institute Singapore Conference 2023 has concluded with the attendance of close to 180 shipping professionals and key industry leaders from all over the world. This year the event was held at M Hotel Singapore and the theme was “Seafaring in the modern, and ever-changing millennium,"" which dived into an overarching focus on the future of seafaring in the maritime industry.At the event, Guest of Honour Mr. Teo Eng Dih, Chief Executive, Maritime and Port Authority of Singapore (MPA) delivered the opening address and touched on how the maritime sector will continue to evolve and is going through a major transformation to be more safe, efficient and sustainable. Managing Director of Gard Singapore, John Martin, and The Nautical Institute, Global Vice President Capt. W.N.S.K.A.M. Wijayakulathilaka (Nish) also highlighted salient points on the importance of crew training and how seafaring is a vital component in global trade, through their respective keynote addresses. The panel discussions touched on three important topics Sustainability: Fuelling The Future, Seafarers: Going Beyond Certification and Navigation: Charting a Course Towards an Autonomous Bridge. The conference was also accompanied by speaking slots from various maritime organisations. Capt. Yves Vandenborn FNI, Honorary President of The Nautical Institute (Singapore) shared: “Our annual conference has come to a triumphant close and the resounding success is a testament to the unwavering support of the maritime industry. On behalf of The Nautical Institute (Singapore), we would like to thank all esteemed dignitaries, delegates, speakers, and our sponsors for your support and taking the time to share their expertise at the conference. We are pleased to see that over time the conference has grown to become a reflection of our views on professionalism, best practice, and safety throughout the maritime industry.”",0
